,category,message
4377,ham,Now project pa. After that only i can come.
4378,spam,Money i have won wining number 946 wot do i do next
4379,ham,"Sure, whenever you show the fuck up &gt;:("
4380,ham,That was random saw my old roomate on campus. He graduated
4381,ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife...."
4382,ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?
4383,ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
4384,ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
4385,ham,Hi good mornin.. Thanku wish u d same..
4386,ham,DO U WANT 2 MEET UP 2MORRO
4387,ham,Actually I decided I was too hungry so I haven't left yet :V
4388,ham,I've sent Ã¼ my part..
4389,ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.
4390,spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec Â£1.50ea. OTBox 731 LA1 7WS. )"
4391,ham,Understand. his loss is my gain :) so do you work? School?
4392,ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
4393,ham,"Hiya, probably coming home * weekend after next"
4394,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
4395,ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
4396,ham,Ok both our days. So what are you making for dinner tonite? Am I invited?
4397,spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070
4398,ham,I have no money 4 steve mate! !
4399,ham,IM LATE TELLMISS IM ON MY WAY
4400,ham,Normally i use to drink more water daily:)
4401,ham,Dare i ask... Any luck with sorting out the car?
4402,ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more"
4403,ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word)."
4404,ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
4405,spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
4406,ham,I've been trying to reach him without success
4407,ham,when you and derek done with class?
4408,ham,Never y lei... I v lazy... Got wat? Dat day Ã¼ send me da url cant work one...
4409,ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL
4410,ham,Hey mate. Spoke to the mag people. Weâre on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.
4411,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
4412,ham,Hey! do u fancy meetin me at 4 at cha Â hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x
4413,ham,Great. Have a safe trip. Dont panic surrender all.
4414,ham,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"
4415,ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...
4416,ham,Try to do something dear. You read something for exams
4417,ham,Gettin rdy to ship comp
4418,ham,I am in hospital da. . I will return home in evening
4419,ham,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS)
4420,ham,Think + da. You wil do.
4421,ham,I'm awake oh. What's up.
4422,ham,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe
4423,ham,How much u trying to get?
4424,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
4425,ham,Tell me again what your address is
4426,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
4427,ham,But you were together so you should be thinkin about him
4428,ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
4429,ham,At WHAT TIME should i come tomorrow
4430,spam,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd
4431,ham,"CHA QUITEAMUZING THATÂSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
4432,ham,Omg how did u know what I ate?
4433,spam,URGENT! This is the 2nd attempt to contact U!U have WON Â£1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. maxÂ£7. 50
4434,ham,:( but your not here....
4435,ham,Not directly behind... Abt 4 rows behind Ã¼...
4436,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
4437,spam,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records"
4438,ham,No plans yet. What are you doing ?
4439,ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
4440,ham,Not course. Only maths one day one chapter with in one month we can finish.
4441,ham,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-)
4442,ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.
4443,spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
4444,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
4445,ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
4446,ham,Have you not finished work yet or something?
4447,ham,Right it wasnt you who phoned it was someone with a number like yours!
4448,ham,It's ok i wun b angry. Msg u aft i come home tonight.
4449,ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
4450,ham,Yo sorry was in the shower sup
4451,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
4452,ham,Full heat pa:-) i have applyed oil pa.
4453,ham,I'm stuck in da middle of da row on da right hand side of da lt...
4454,ham,Have you laid your airtel line to rest?
4455,ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing
4456,spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
4457,ham,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx"
4458,ham,And I don't plan on staying the night but I prolly won't be back til late
4459,ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!
4460,ham,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?"
4461,ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up..."
4462,ham,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!
4463,ham,We live in the next  &lt;#&gt; mins
4464,ham,Y de asking like this.
4465,ham,Just glad to be talking to you.
4466,ham,Wat time Ã¼ finish?
4467,ham,Sorry da. I gone mad so many pending works what to do.
4468,ham,How much you got for cleaning
4469,ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
4470,spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
4471,ham,Ã called dad oredi...
4472,ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
4473,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4474,ham,"Sorry, I'll call later In meeting."
4475,ham,THIS IS A LONG FUCKIN SHOWR
4476,ham,"Received, understood n acted upon!"
4477,ham,They finally came to fix the ceiling.
4478,ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."
4479,ham,Jus finish blowing my hair. U finish dinner already?
4480,ham,I'm on the bus. Love you
4481,ham,Lol ... I knew that .... I saw him in the dollar store
4482,spam,Todays Voda numbers ending with 7634 are selected to receive a Â£350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.
4483,ham,Only saturday and sunday holiday so its very difficult:)
4484,ham,Everybody had fun this evening. Miss you.
4485,ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
4486,ham,Oh wow thats gay. Will firmware update help
4487,ham,These won't do. Have to move on to morphine
4488,ham,How come i din c Ã¼... Yup i cut my hair...
4489,ham,K k pa Had your lunch aha.
4490,ham,Captain vijaykanth is doing comedy in captain tv..he is drunken :)
4491,ham,Of course. I guess god's just got me on hold right now.
4492,ham,Do you hide anythiing or keeping distance from me
4493,ham,Havent.
4494,spam,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3
4495,ham,Sorry i din lock my keypad.
4496,ham,Are you planning to come chennai?
4497,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
4498,ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!
4499,ham,We are okay. Going to sleep now. Later
4500,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """
4501,spam,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611
4502,ham,Where r e meeting tmr?
4503,ham,Lol yes. But it will add some spice to your day.
4504,ham,Our Prasanth ettans mother passed away last night. Just pray for her and family.
4505,ham,"K, I'll work something out"
4506,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04
4507,ham,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age
